,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
54,1,Brasil,2,Percentual,28.87,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115233,No 1º mês,111737,Federal
55,1,Brasil,2,Percentual,3.41,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115233,No 1º mês,111738,Estadual
56,1,Brasil,2,Percentual,0.58,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115233,No 1º mês,111739,Municipal
57,1,Brasil,2,Percentual,33.76,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115234,No 2º mês,118225,Total
58,1,Brasil,2,Percentual,29.65,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115234,No 2º mês,111737,Federal
59,1,Brasil,2,Percentual,3.51,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115234,No 2º mês,111738,Estadual
60,1,Brasil,2,Percentual,0.60,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115234,No 2º mês,111739,Municipal
61,1,Brasil,2,Percentual,33.38,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115235,No 3º mês,118225,Total
62,1,Brasil,2,Percentual,29.30,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115235,No 3º mês,111737,Federal
63,1,Brasil,2,Percentual,3.47,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115235,No 3º mês,111738,Estadual
64,1,Brasil,2,Percentual,0.61,1,Brasil,1000282,"Quantidade de leite cru, resfriado ou não, adquirido - percentual do total geral",202503,3º trimestre 2025,115235,No 3º mês,111739,Municipal
65,1,Brasil,25,Mil litros,7002063,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115236,Total do trimestre,118225,Total
66,1,Brasil,25,Mil litros,6149467,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115236,Total do trimestre,111737,Federal
67,1,Brasil,25,Mil litros,727460,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115236,Total do trimestre,111738,Estadual
68,1,Brasil,25,Mil litros,125136,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115236,Total do trimestre,111739,Municipal
69,1,Brasil,25,Mil litros,2300047,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115233,No 1º mês,118225,Total
70,1,Brasil,25,Mil litros,2020694,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115233,No 1º mês,111737,Federal
71,1,Brasil,25,Mil litros,238665,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115233,No 1º mês,111738,Estadual
72,1,Brasil,25,Mil litros,40688,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115233,No 1º mês,111739,Municipal
73,1,Brasil,25,Mil litros,2362135,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115234,No 2º mês,118225,Total
74,1,Brasil,25,Mil litros,2074683,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115234,No 2º mês,111737,Federal
75,1,Brasil,25,Mil litros,245491,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115234,No 2º mês,111738,Estadual
76,1,Brasil,25,Mil litros,41961,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115234,No 2º mês,111739,Municipal
77,1,Brasil,25,Mil litros,2339881,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115235,No 3º mês,118225,Total
78,1,Brasil,25,Mil litros,2054090,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115235,No 3º mês,111737,Federal
79,1,Brasil,25,Mil litros,243305,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115235,No 3º mês,111738,Estadual
80,1,Brasil,25,Mil litros,42487,1,Brasil,283,"Quantidade de leite cru, resfriado ou não, industrializado",202503,3º trimestre 2025,115235,No 3º mês,111739,Municipal
81,1,Brasil,2,Percentual,100.00,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115236,Total do trimestre,118225,Total
82,1,Brasil,2,Percentual,87.82,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115236,Total do trimestre,111737,Federal
83,1,Brasil,2,Percentual,10.39,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115236,Total do trimestre,111738,Estadual
84,1,Brasil,2,Percentual,1.79,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115236,Total do trimestre,111739,Municipal
85,1,Brasil,2,Percentual,32.85,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115233,No 1º mês,118225,Total
86,1,Brasil,2,Percentual,28.86,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115233,No 1º mês,111737,Federal
87,1,Brasil,2,Percentual,3.41,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115233,No 1º mês,111738,Estadual
88,1,Brasil,2,Percentual,0.58,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115233,No 1º mês,111739,Municipal
89,1,Brasil,2,Percentual,33.73,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115234,No 2º mês,118225,Total
90,1,Brasil,2,Percentual,29.63,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115234,No 2º mês,111737,Federal
91,1,Brasil,2,Percentual,3.51,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115234,No 2º mês,111738,Estadual
92,1,Brasil,2,Percentual,0.60,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115234,No 2º mês,111739,Municipal
93,1,Brasil,2,Percentual,33.42,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115235,No 3º mês,118225,Total
94,1,Brasil,2,Percentual,29.34,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115235,No 3º mês,111737,Federal
95,1,Brasil,2,Percentual,3.47,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115235,No 3º mês,111738,Estadual
96,1,Brasil,2,Percentual,0.61,1,Brasil,1000283,"Quantidade de leite cru, resfriado ou não, industrializado - percentual do total geral",202503,3º trimestre 2025,115235,No 3º mês,111739,Municipal
97,1,Brasil,1020,Unidades,1918,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115236,Total do trimestre,118225,Total
98,1,Brasil,1020,Unidades,619,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115236,Total do trimestre,111737,Federal
99,1,Brasil,1020,Unidades,837,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115236,Total do trimestre,111738,Estadual
100,1,Brasil,1020,Unidades,462,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115236,Total do trimestre,111739,Municipal
101,1,Brasil,1020,Unidades,1914,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115233,No 1º mês,118225,Total
102,1,Brasil,1020,Unidades,619,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115233,No 1º mês,111737,Federal
103,1,Brasil,1020,Unidades,835,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115233,No 1º mês,111738,Estadual
104,1,Brasil,1020,Unidades,460,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115233,No 1º mês,111739,Municipal
105,1,Brasil,1020,Unidades,1913,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115234,No 2º mês,118225,Total
106,1,Brasil,1020,Unidades,618,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115234,No 2º mês,111737,Federal
107,1,Brasil,1020,Unidades,834,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115234,No 2º mês,111738,Estadual
108,1,Brasil,1020,Unidades,461,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115234,No 2º mês,111739,Municipal
109,1,Brasil,1020,Unidades,1914,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115235,No 3º mês,118225,Total
110,1,Brasil,1020,Unidades,617,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115235,No 3º mês,111737,Federal
111,1,Brasil,1020,Unidades,835,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115235,No 3º mês,111738,Estadual
112,1,Brasil,1020,Unidades,462,1,Brasil,396,Número de informantes do preço do leite,202503,3º trimestre 2025,115235,No 3º mês,111739,Municipal
113,1,Brasil,1760,Reais por litro,2.57,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115236,Total do trimestre,118225,Total
114,1,Brasil,1760,Reais por litro,2.60,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115236,Total do trimestre,111737,Federal
115,1,Brasil,1760,Reais por litro,2.44,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115236,Total do trimestre,111738,Estadual
116,1,Brasil,1760,Reais por litro,2.38,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115236,Total do trimestre,111739,Municipal
117,1,Brasil,1760,Reais por litro,2.65,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115233,No 1º mês,118225,Total
118,1,Brasil,1760,Reais por litro,2.67,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115233,No 1º mês,111737,Federal
119,1,Brasil,1760,Reais por litro,2.51,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115233,No 1º mês,111738,Estadual
120,1,Brasil,1760,Reais por litro,2.47,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115233,No 1º mês,111739,Municipal
121,1,Brasil,1760,Reais por litro,2.58,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115234,No 2º mês,118225,Total
122,1,Brasil,1760,Reais por litro,2.60,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115234,No 2º mês,111737,Federal
123,1,Brasil,1760,Reais por litro,2.45,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115234,No 2º mês,111738,Estadual
124,1,Brasil,1760,Reais por litro,2.39,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115234,No 2º mês,111739,Municipal
125,1,Brasil,1760,Reais por litro,2.50,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115235,No 3º mês,118225,Total
126,1,Brasil,1760,Reais por litro,2.52,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115235,No 3º mês,111737,Federal
127,1,Brasil,1760,Reais por litro,2.37,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115235,No 3º mês,111738,Estadual
128,1,Brasil,1760,Reais por litro,2.29,1,Brasil,2522,Preço médio,202503,3º trimestre 2025,115235,No 3º mês,111739,Municipal
129,3,Unidade da Federação,1020,Unidades,71,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,118225,Total
130,3,Unidade da Federação,1020,Unidades,16,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,111737,Federal
131,3,Unidade da Federação,1020,Unidades,19,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,111738,Estadual
132,3,Unidade da Federação,1020,Unidades,36,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,111739,Municipal
133,3,Unidade da Federação,1020,Unidades,71,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,118225,Total
134,3,Unidade da Federação,1020,Unidades,16,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,111737,Federal
135,3,Unidade da Federação,1020,Unidades,19,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,111738,Estadual
136,3,Unidade da Federação,1020,Unidades,36,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,111739,Municipal
137,3,Unidade da Federação,1020,Unidades,71,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,118225,Total
138,3,Unidade da Federação,1020,Unidades,16,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,111737,Federal
139,3,Unidade da Federação,1020,Unidades,19,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,111738,Estadual
140,3,Unidade da Federação,1020,Unidades,36,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,111739,Municipal
141,3,Unidade da Federação,1020,Unidades,71,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,118225,Total
142,3,Unidade da Federação,1020,Unidades,16,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,111737,Federal
143,3,Unidade da Federação,1020,Unidades,19,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,111738,Estadual
144,3,Unidade da Federação,1020,Unidades,36,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,111739,Municipal
145,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,118225,Total
146,3,Unidade da Federação,2,Percentual,22.54,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111737,Federal
147,3,Unidade da Federação,2,Percentual,26.76,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111738,Estadual
148,3,Unidade da Federação,2,Percentual,50.70,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111739,Municipal
149,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,118225,Total
150,3,Unidade da Federação,2,Percentual,22.54,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111737,Federal
151,3,Unidade da Federação,2,Percentual,26.76,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111738,Estadual
152,3,Unidade da Federação,2,Percentual,50.70,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111739,Municipal
153,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,118225,Total
154,3,Unidade da Federação,2,Percentual,22.54,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111737,Federal
155,3,Unidade da Federação,2,Percentual,26.76,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111738,Estadual
156,3,Unidade da Federação,2,Percentual,50.70,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111739,Municipal
157,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,118225,Total
158,3,Unidade da Federação,2,Percentual,22.54,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111737,Federal
159,3,Unidade da Federação,2,Percentual,26.76,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111738,Estadual
160,3,Unidade da Federação,2,Percentual,50.70,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111739,Municipal
161,3,Unidade da Federação,25,Mil litros,117204,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115236,Total do trimestre,118225,Total
162,3,Unidade da Federação,25,Mil litros,105583,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115236,Total do trimestre,111737,Federal
163,3,Unidade da Federação,25,Mil litros,8189,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115236,Total do trimestre,111738,Estadual
164,3,Unidade da Federação,25,Mil litros,3433,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115236,Total do trimestre,111739,Municipal
165,3,Unidade da Federação,25,Mil litros,40815,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115233,No 1º mês,118225,Total
166,3,Unidade da Federação,25,Mil litros,36711,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115233,No 1º mês,111737,Federal
167,3,Unidade da Federação,25,Mil litros,2924,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115233,No 1º mês,111738,Estadual
168,3,Unidade da Federação,25,Mil litros,1180,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115233,No 1º mês,111739,Municipal
169,3,Unidade da Federação,25,Mil litros,37233,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115234,No 2º mês,118225,Total
170,3,Unidade da Federação,25,Mil litros,33486,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115234,No 2º mês,111737,Federal
171,3,Unidade da Federação,25,Mil litros,2627,11,Rondônia,282,"Quantidade de leite cru, resfriado ou não, adquirido",202503,3º trimestre 2025,115234,No 2º mês,111738,Estadual
